2012,0,1,0,Preliminaries Test,http://public.spellingbee.com/public/results/graded_words?reportFormat=1&round=1
2012,1,2,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/2
2012,1,2,1,Vocabulary,http://spellingbee.com/public/results/2012/round_results_vocab/summary/2
2012,2,3,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/3
2012,2,3,1,Vocabulary,http://spellingbee.com/public/results/2012/round_results_vocab/summary/3
2012,3,,0,Summary Results of the Preliminaries,http://cdn.spellingbee.com/bee/prelim-summary.pdf
2012,4,4,0,Semifinals Test,http://public.spellingbee.com/public/results/graded_words?reportFormat=1&round=4
2012,5,4,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/4
2012,6,5,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/5
2012,6,5,1,Vocabulary,http://spellingbee.com/public/results/2012/round_results_vocab/summary/5
2012,7,6,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/6
2012,7,6,1,Vocabulary,http://spellingbee.com/public/results/2012/round_results_vocab/summary/6
2012,8,,0,Summary Results of the Semifinals,http://cdn.spellingbee.com/bee/semi-summary.pdf
2012,9,7,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/7
2012,10,8,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/8
2012,11,9,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/9
2012,12,10,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/10
2012,13,11,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/11
2012,14,12,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/12
2012,15,13,0,Spelling,http://spellingbee.com/public/results/2012/round_results/summary/13
2013,0,1,0,Preliminaries Test,http://public.spellingbee.com/public/results/graded_words?reportFormat=1&round=1
2013,1,2,0,Spelling,http://spellingbee.com/public/results/2013/round_results/summary/2
2013,1,2,1,Vocabulary,http://spellingbee.com/public/results/2013/round_results_vocab/summary/2
2013,2,3,0,Spelling,http://spellingbee.com/public/results/2013/round_results/summary/3
2013,2,3,1,Vocabulary,http://spellingbee.com/public/results/2013/round_results_vocab/summary/3
2013,3,,0,Summary Results of the Preliminaries,http://cdn.spellingbee.com/bee/prelim-summary.pdf
